Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64451320,03/24/2025 04:07:38 PM,03/29/2025 07:07:50 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11210,2610 GLENWOOD ROAD,GLENWOOD ROAD,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,03/29/2025 12:00:00 AM,14 BROOKLYN,3075540038,BROOKLYN,997629,170098,PHONE,Unspecified,BROOKLYN,,,,,,,,40.633546178583074,-73.95179732393194,"(40.633546178583074, -73.95179732393194)"
64453714,03/24/2025 04:07:38 PM,03/29/2025 07:07:50 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11210,2610 GLENWOOD ROAD,GLENWOOD ROAD,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,03/29/2025 12:00:00 AM,14 BROOKLYN,3075540038,BROOKLYN,997629,170098,PHONE,Unspecified,BROOKLYN,,,,,,,,40.633546178583074,-73.95179732393194,"(40.633546178583074, -73.95179732393194)"
64453465,03/24/2025 03:48:17 PM,04/08/2025 06:39:48 PM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10027,543 WEST  125 STREET,WEST  125 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",04/08/2025 12:00:00 AM,09 MANHATTAN,1019820005,MANHATTAN,996176,235892,PHONE,Unspecified,MANHATTAN,,,,,,,,40.814136745516336,-73.956915689608,"(40.814136745516336, -73.956915689608)"
64451413,03/24/2025 03:48:17 PM,04/08/2025 06:39:48 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10027,543 WEST  125 STREET,WEST  125 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",04/08/2025 12:00:00 AM,09 MANHATTAN,1019820005,MANHATTAN,996176,235892,PHONE,Unspecified,MANHATTAN,,,,,,,,40.814136745516336,-73.956915689608,"(40.814136745516336, -73.956915689608)"
64451344,03/24/2025 03:48:17 PM,04/08/2025 06:39:48 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10027,543 WEST  125 STREET,WEST  125 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",04/08/2025 12:00:00 AM,09 MANHATTAN,1019820005,MANHATTAN,996176,235892,PHONE,Unspecified,MANHATTAN,,,,,,,,40.814136745516336,-73.956915689608,"(40.814136745516336, -73.956915689608)"
64452745,03/24/2025 03:47:05 PM,03/25/2025 02:08:10 PM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10025,206 WEST   92 STREET,WEST   92 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   92 STREET,,Closed,,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,03/25/2025 02:08:13 PM,07 MANHATTAN,1012390039,MANHATTAN,991835,227696,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79164576877721,-73.97260740517297,"(40.79164576877721, -73.97260740517297)"
64446605,03/24/2025 03:44:59 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10016,330 EAST   39 STREET,EAST   39 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,03/24/2025 12:00:00 AM,06 MANHATTAN,1009440010,MANHATTAN,991909,211571,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74738677841604,-73.97235853623522,"(40.74738677841604, -73.97235853623522)"
64454223,03/24/2025 03:40:06 PM,03/24/2025 05:12:03 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,3324 AVENUE M,AVENUE M,NEW YORK AVENUE,EAST   34 STREET,NEW YORK AVENUE,EAST   34 STREET,ADDRESS,BROOKLYN,AVENUE M,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/24/2025 05:12:07 PM,18 BROOKLYN,3076690045,BROOKLYN,1000227,165140,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61993320828876,-73.94244882970811,"(40.61993320828876, -73.94244882970811)"
64450989,03/24/2025 03:30:14 PM,03/24/2025 07:22:18 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10016,387 3 AVENUE,3 AVENUE,EAST   27 STREET,EAST   28 STREET,EAST   27 STREET,EAST   28 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 07:22:22 PM,06 MANHATTAN,1009087502,MANHATTAN,989509,209509,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.741728857425244,-73.9810217897926,"(40.741728857425244, -73.9810217897926)"
64454977,03/24/2025 03:28:36 PM,03/26/2025 10:13:35 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,203 WEST   94 STREET,WEST   94 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",03/26/2025 12:00:00 AM,07 MANHATTAN,1012420128,MANHATTAN,992123,228141,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79286692180825,-73.97156679562453,"(40.79286692180825, -73.97156679562453)"
64448203,03/24/2025 03:26:40 PM,03/24/2025 03:59:04 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10027,120 CLAREMONT AVENUE,CLAREMONT AVENUE,WEST  122 STREET,LA SALLE STREET,WEST  122 STREET,LA SALLE STREET,ADDRESS,NEW YORK,CLAREMONT AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/24/2025 03:59:07 PM,09 MANHATTAN,1019930001,MANHATTAN,994788,235286,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81247520943289,-73.96193098070219,"(40.81247520943289, -73.96193098070219)"
64450215,03/24/2025 03:24:45 PM,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted Less Than 2 Years Ago,Street,11210,796 EAST   40 STREET,EAST   40 STREET,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,EAST   40 STREET,,In Progress,,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",03/25/2025 08:29:42 AM,17 BROOKLYN,3050140058,BROOKLYN,1001349,170973,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63594146729776,-73.9383924681289,"(40.63594146729776, -73.9383924681289)"
64455568,03/24/2025 03:11:00 PM,03/25/2025 07:58:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11210,2117 CAMPUS ROAD,CAMPUS ROAD,EAST 21 STREET,EAST 22 STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,03/25/2025 12:00:00 PM,14 BROOKLYN,3075490075,BROOKLYN,996496,169309,PHONE,Unspecified,BROOKLYN,,,,,,,,40.631382179774725,-73.95588079634878,"(40.631382179774725, -73.95588079634878)"
64448368,03/24/2025 03:11:00 PM,03/24/2025 04:45:00 PM,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,10016,132 EAST   35 STREET,EAST   35 STREET,PARK AVE,LEXINGTON AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,03/24/2025 04:45:00 PM,06 MANHATTAN,1008900020,MANHATTAN,989939,211486,PHONE,Unspecified,MANHATTAN,,,,,,,,40.747154961582225,-73.97946837198066,"(40.747154961582225, -73.97946837198066)"
64453207,03/24/2025 03:05:04 PM,03/24/2025 03:50:23 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10027,3180 BROADWAY,BROADWAY,TIEMANN PLACE,WEST  125 STREET,TIEMANN PLACE,WEST  125 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department issued a summons in response to the complaint.,03/24/2025 03:50:27 PM,09 MANHATTAN,1019800075,MANHATTAN,995712,236300,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81525720554135,-73.95859125621604,"(40.81525720554135, -73.95859125621604)"
64447081,03/24/2025 02:58:13 PM,03/25/2025 03:29:08 PM,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10016,164 EAST   37 STREET,EAST   37 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   37 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,03/24/2025 10:48:43 PM,06 MANHATTAN,1008920047,MANHATTAN,990582,211719,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74779405096094,-73.97714756265255,"(40.74779405096094, -73.97714756265255)"
64449445,03/24/2025 02:50:16 PM,03/25/2025 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,11210,855 EAST   24 STREET,EAST   24 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,03/25/2025 12:00:00 AM,14 BROOKLYN,3075700023,BROOKLYN,997241,168618,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.629484469732944,-73.95319808262799,"(40.629484469732944, -73.95319808262799)"
64447467,03/24/2025 02:44:43 PM,03/24/2025 05:36:17 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,1416 NEW YORK AVENUE,NEW YORK AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,NEW YORK AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 05:36:20 PM,17 BROOKLYN,3049950030,BROOKLYN,999427,171774,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.638143542877394,-73.94531561201252,"(40.638143542877394, -73.94531561201252)"
64454212,03/24/2025 02:42:29 PM,03/24/2025 02:43:24 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10027,258 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  123 STREET,MANHATTAN AVENUE,WEST  123 STREET,MANHATTAN AVENUE,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/24/2025 02:43:29 PM,10 MANHATTAN,1019507501,MANHATTAN,997259,234155,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.809367636079095,-73.95300657075758,"(40.809367636079095, -73.95300657075758)"
64447103,03/24/2025 02:41:00 PM,03/25/2025 10:18:00 AM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10016,330 EAST   33 STREET,EAST   33 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,03/25/2025 10:18:00 AM,06 MANHATTAN,1009367501,MANHATTAN,991106,210199,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74362164136069,-73.97525797557361,"(40.74362164136069, -73.97525797557361)"
64450679,03/24/2025 02:38:00 PM,03/27/2025 12:20:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10027,460 WEST  128 STREET,WEST  128 STREET,CONVENT AVE,AMSTERDAM AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,03/27/2025 12:20:00 PM,09 MANHATTAN,1019670089,MANHATTAN,996961,235803,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.813891370791765,-73.95407993851488,"(40.813891370791765, -73.95407993851488)"
64446640,03/24/2025 02:28:03 PM,03/24/2025 03:01:37 PM,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10016,36 EAST   36 STREET,EAST   36 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   36 STREET,,Closed,,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",03/24/2025 03:01:41 PM,06 MANHATTAN,1008650042,MANHATTAN,989348,212107,PHONE,Unspecified,MANHATTAN,,,,,,,,40.748859810800624,-73.98160082297471,"(40.748859810800624, -73.98160082297471)"
64450740,03/24/2025 02:16:50 PM,03/24/2025 02:44:34 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10016,400 EAST   30 STREET,EAST   30 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST   30 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/24/2025 02:44:41 PM,06 MANHATTAN,1009620097,MANHATTAN,991173,209291,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74112935566829,-73.97501711964092,"(40.74112935566829, -73.97501711964092)"
64449517,03/24/2025 02:05:00 PM,03/27/2025 01:00:00 PM,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10025,,,,,BROADWAY,WEST 108 STREET,INTERSECTION,MANHATTAN,,N/A,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",03/27/2025 01:00:00 PM,07 MANHATTAN,,MANHATTAN,993227,231807,PHONE,Unspecified,MANHATTAN,,,,,,,,40.802928040912455,-73.96757481807968,"(40.802928040912455, -73.96757481807968)"
64451963,03/24/2025 02:02:00 PM,03/27/2025 12:20:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10027,278 WEST  127 STREET,WEST  127 STREET,ADAM CLAYTON POWELL JR BLVD,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,03/27/2025 12:20:00 PM,10 MANHATTAN,1019320059,MANHATTAN,998182,234837,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81123812915661,-73.94967093081291,"(40.81123812915661, -73.94967093081291)"
64449957,03/24/2025 01:53:25 PM,03/25/2025 08:53:13 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10016,509 3 AVENUE,3 AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,03/25/2025 12:00:00 AM,06 MANHATTAN,1009150002,MANHATTAN,990347,211022,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74588112617315,-73.97799631874258,"(40.74588112617315, -73.97799631874258)"
64446315,03/24/2025 01:47:10 PM,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10027,267 WEST  126 STREET,WEST  126 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,03/24/2025 12:00:00 AM,10 MANHATTAN,1019327501,MANHATTAN,998194,234535,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81040920426253,-73.94962820841357,"(40.81040920426253, -73.94962820841357)"
64451239,03/24/2025 01:41:22 PM,03/26/2025 12:48:46 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,312 WEST   93 STREET,WEST   93 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/26/2025 12:00:00 AM,07 MANHATTAN,1012520027,MANHATTAN,991167,228366,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.793485286011915,-73.97501914128505,"(40.793485286011915, -73.97501914128505)"
64451162,03/24/2025 01:41:11 PM,03/26/2025 09:50:32 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,1430 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,03/26/2025 12:00:00 AM,09 MANHATTAN,1019840001,MANHATTAN,996962,236718,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81640278803893,-73.9540745928603,"(40.81640278803893, -73.9540745928603)"
64449351,03/24/2025 01:40:31 PM,03/25/2025 02:05:56 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10016,132 EAST   35 STREET,EAST   35 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   35 STREET,,Closed,,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",03/25/2025 02:05:59 PM,06 MANHATTAN,1008900020,MANHATTAN,989939,211486,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.747154961582225,-73.97946837198066,"(40.747154961582225, -73.97946837198066)"
64446707,03/24/2025 01:37:19 PM,03/26/2025 12:11:44 PM,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10016,221 EAST   33 STREET,EAST   33 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   33 STREET,,Closed,,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,03/26/2025 12:11:48 PM,06 MANHATTAN,1009140011,MANHATTAN,990362,210622,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74478321604981,-73.9779425482084,"(40.74478321604981, -73.9779425482084)"
64447198,03/24/2025 01:33:45 PM,03/25/2025 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11210,3518 AVENUE I,AVENUE I,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",03/25/2025 12:00:00 AM,18 BROOKLYN,3075990040,BROOKLYN,1000293,168671,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.629624942013066,-73.9422026972874,"(40.629624942013066, -73.9422026972874)"
64453380,03/24/2025 01:18:15 PM,03/24/2025 01:18:15 PM,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11210,1455 EAST   27 STREET,EAST   27 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,03/24/2025 12:00:00 AM,14 BROOKLYN,3076810027,BROOKLYN,998777,163575,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61564010501468,-73.94767527875479,"(40.61564010501468, -73.94767527875479)"
64447078,03/24/2025 01:15:15 PM,03/25/2025 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10025,2722 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,03/25/2025 12:00:00 AM,07 MANHATTAN,1018760020,MANHATTAN,993076,230737,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.7999913360812,-73.96812164087211,"(40.7999913360812, -73.96812164087211)"
64452030,03/24/2025 12:41:32 PM,03/24/2025 12:41:32 PM,DOB,Department of Buildings,Scaffold Safety,Suspended (Hanging) Scaffolds - No Pmt/Lic/Dangerous/Accident,,11210,1482 BROOKLYN AVENUE,BROOKLYN AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,03/24/2025 12:00:00 AM,17 BROOKLYN,3049990047,BROOKLYN,1000256,171448,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63724728334523,-73.94232940866465,"(40.63724728334523, -73.94232940866465)"
64446375,03/24/2025 12:18:59 PM,03/27/2025 09:59:59 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,68 WEST  107 STREET,WEST  107 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/27/2025 12:00:00 AM,07 MANHATTAN,1018420059,MANHATTAN,994862,230598,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79960785459716,-73.9616710625939,"(40.79960785459716, -73.9616710625939)"
64447583,03/24/2025 12:15:32 PM,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11210,1408 BROOKLYN AVENUE,BROOKLYN AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,"An HPD Inspector was not able to gain access to inspect this complaint sometime within the last 10 days. If the conditions still exist and an inspection is required, please contact HPD with your complaint number to schedule an appointment at  718 827 - 1955 (BROOKLYN).",03/24/2025 12:00:00 AM,17 BROOKLYN,3049810050,BROOKLYN,1000219,171897,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63847975904673,-73.94246165923951,"(40.63847975904673, -73.94246165923951)"
64446114,03/24/2025 12:13:50 PM,03/24/2025 12:41:20 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10027,18 MT MORRIS PARK WEST,MT MORRIS PARK WEST,WEST  121 STREET,WEST  122 STREET,WEST  121 STREET,WEST  122 STREET,ADDRESS,NEW YORK,MOUNT MORRIS PARK WEST,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 12:41:23 PM,11 MANHATTAN,1017190001,MANHATTAN,999341,232509,ONLINE,Marcus Garvey Park,MANHATTAN,,,,,,,,40.80484651053699,-73.94548930106254,"(40.80484651053699, -73.94548930106254)"
64448707,03/24/2025 12:12:17 PM,03/24/2025 01:08:07 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,10027,600 WEST  116 STREET,WEST  116 STREET,BROADWAY,CLAREMONT AVENUE,BROADWAY,CLAREMONT AVENUE,ADDRESS,NEW YORK,WEST  116 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/24/2025 01:08:12 PM,09 MANHATTAN,1018960072,MANHATTAN,994159,233702,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.808128297392095,-73.96420561070754,"(40.808128297392095, -73.96420561070754)"
64454419,03/24/2025 12:09:33 PM,03/24/2025 05:25:43 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10027,240 WEST  132 STREET,WEST  132 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  132 STREET,N/A,Closed,,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,03/24/2025 12:09:33 PM,10 MANHATTAN,1019370048,MANHATTAN,999090,235813,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81391549818232,-73.94638864205666,"(40.81391549818232, -73.94638864205666)"
64445971,03/24/2025 12:07:24 PM,03/24/2025 12:07:24 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10027,301 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,03/24/2025 12:00:00 AM,09 MANHATTAN,1019520011,MANHATTAN,997392,234703,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81087154694672,-73.95252505166603,"(40.81087154694672, -73.95252505166603)"
